1.956102961936114770e-01 3.961358761855902078e-01 3.100463562187283362e-01 -2.633838380596165152e-03 6.195790562508323163e-01 4.546825554595255170e-01 -3.335908920524410792e-01 5.287284555448170664e-01 7.208054472236811172e-01 -6.551068112635223262e-01 1.000000000000000000e+00
9.479988944190864686e-02 8.369132695559764468e-01 -2.593116386188809575e-01 3.076017937072352826e-01 6.506281081345366424e-01 -8.292676569998913561e-01 7.833536224095358769e-01 2.789690185148629986e-01 -5.416159117721299765e-01 -9.751660238812069892e-01 -1.000000000000000000e+00
2.309029289466328905e-01 -5.151190247596635352e-01 -1.984984850679563095e-01 -5.676426942919559071e-01 5.701670798099807147e-01 4.240285727403074745e-01 -4.343791531483913726e-01 3.672199987910584884e-01 9.883338866839428416e-01 6.778668239406315799e-02 1.000000000000000000e+00
9.477734037580183291e-01 7.113507375290455403e-01 4.395083029114710271e-02 -4.879520094138816155e-01 8.339964827243528944e-03 -6.493247100199530664e-01 3.948030377674924818e-01 7.273697988609857390e-01 -5.813186055528716256e-01 7.982825400541402328e-01 -1.000000000000000000e+00
7.870225890561910465e-01 5.885075673779427419e-02 7.820592303133622192e-01 5.532900910558069540e-01 9.826224847977460541e-03 -2.047525056862762316e-01 -8.188111827772985851e-01 -3.001233531720686187e-01 -7.166448597298116230e-01 5.183538250639323497e-01 -1.000000000000000000e+00
4.624698019893074274e-01 -3.695970804193107195e-01 -6.920792346258797245e-02 9.881193069026013021e-01 5.797358009707052062e-01 -5.706046284893628862e-01 -4.953889474231494283e-01 -7.944777822038864290e-01 -2.274887113599572963e-01 -4.298305036585237104e-03 -1.000000000000000000e+00
6.405951650273440379e-01 8.404529503293092230e-01 1.712367729151713647e-01 -2.732572959845760430e-01 3.730797327770278837e-01 -7.357643159492268659e-01 4.681918459075053995e-01 -6.591561659633322634e-01 -1.801577960530353906e-02 -8.041816413294333721e-02 -1.000000000000000000e+00
-8.368661678948119409e-01 5.694202544633930607e-02 -9.460255872719323111e-01 2.241119101166126892e-01 9.835541257809412574e-01 -4.511815071843190417e-01 -9.693473630272873010e-01 -8.303551222972436197e-01 -6.340488250767648548e-01 -8.120587133461345530e-01 1.000000000000000000e+00
5.585346655555669670e-01 7.809757910934307379e-01 3.580241432524779999e-01 7.325782482102400905e-01 3.340729519629730415e-01 9.501092267785971046e-01 -4.732030532671342993e-01 3.740395961046860673e-01 2.436679425508774255e-01 9.374365836109546102e-01 1.000000000000000000e+00
8.176730278780215411e-01 -1.699353603508018118e-01 -2.862677608441277499e-02 4.399683070715809663e-01 8.326777365474460346e-01 -4.988309445486653892e-01 2.907669184125072359e-01 -1.280105503071742312e-01 3.928608656945005162e-01 7.273787983767954213e-01 -1.000000000000000000e+00
